C2_EMISSAO	C2_NUM	C2_PRODUTO	B1_DESC	C2_QUANT	B1_YQTML	B1_YCONC	C2_YDOSSIE	C2_YLOTE	B1_YREGANS	B1_CODBAR
27/10/2025	146531	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	993/2025       	HC25J158/1	             	
27/10/2025	146530	07040002       	FOSFATO DISSODICO DE DEXAMETASONA 4MG/ML AMP 2,5ML	150195	2,5	0	992/2025       	DX25J128  	1108500320060	               
27/10/2025	146529	07010026       	AGUA PARA INJECAO 10ML - SF                       	190476	10	0	0399I/25       	25J0399I  	1108500110066	               
27/10/2025	146528	07010026       	AGUA PARA INJECAO 10ML - SF                       	190476	10	0	0398I/25       	25J0398I  	1108500110066	               
27/10/2025	146527	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	196078	100	0	0212H/25       	25J0212H  	1108500010215	               
27/10/2025	146526	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	196078	100	0	0211H/25       	25J0211H  	1108500010215	               
27/10/2025	146525	07060009       	DEXAMETASONA ELIXIR 0,1 MG/ML 100ML - HOSP        	19851	100	0	DB.338/25      	DB25J338  	1108500350024	               
27/10/2025	146524	07060009       	DEXAMETASONA ELIXIR 0,1 MG/ML 100ML - HOSP        	19851	100	0	DB.337/25      	DB25J337  	1108500350024	               
27/10/2025	146523	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J422       	FD25J422  	             	               
27/10/2025	146522	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J421       	FD25J421  	             	               
27/10/2025	146521	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J420       	FD25J420  	             	               
27/10/2025	146520	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J419       	FD25J419  	             	               
27/10/2025	146519	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J418       	FD25J418  	             	               
27/10/2025	146518	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J417       	FD25J417  	             	               
27/10/2025	146511	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0464A/25       	25J0464A  	1108500010215	               
27/10/2025	146510	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0463A/25       	25J0463A  	1108500010215	               
27/10/2025	146509	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0462A/25       	25J0462A  	1108500010215	               
27/10/2025	146508	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8865C/25       	25J8865C  	1108500010037	               
27/10/2025	146507	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	  8864C/25     	25J8864C  	1108500010037	               
27/10/2025	146506	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8863C/25       	25J8863C  	1108500010037	               
27/10/2025	146505	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8862C/25       	25J8862C  	1108500010037	               
27/10/2025	146504	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8861C/25       	25J8861C  	1108500010037	               
27/10/2025	146503	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8860C/25       	25J8860C  	1108500010037	               
27/10/2025	146502	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8859C/25       	25J8859C  	1108500010037	               
27/10/2025	146499	07010011       	AGUA PARA INJECAO 250ML - SF                      	14901	250	0	16492F/25      	25J16492F 	1108500110090	               
27/10/2025	146498	07010011       	AGUA PARA INJECAO 250ML - SF                      	14901	250	0	16491F/25      	25J16491F 	1108500110090	               
27/10/2025	146497	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12671E/25      	25J12671E 	1108500420049	               
27/10/2025	146497	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12671E/25      	25J12671E 	             	               
27/10/2025	146496	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12670E/25      	25J12670E 	1108500420049	               
27/10/2025	146496	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12670E/25      	25J12670E 	             	               
27/10/2025	146495	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12669E/25      	25J12669E 	1108500420049	               
27/10/2025	146495	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12669E/25      	25J12669E 	             	               
27/10/2025	146494	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10900D/25      	25J10900D 	1108500090091	               
27/10/2025	146493	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10899D/25      	25J10899D 	1108500090091	               
27/10/2025	146492	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10898D/25      	25J10898D 	1108500090091	               
27/10/2025	146491	07010036       	SOL. GLICOSE 50% 10ML - SF                        	95238	10	0	10897D/25      	25J10897D 	1108500090091	               
25/10/2025	146487	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12668E/25      	25J12668E 	1108500420049	               
25/10/2025	146487	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12668E/25      	25J12668E 	             	               
25/10/2025	146486	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12667E/25      	25J12667E 	1108500420049	               
25/10/2025	146486	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12667E/25      	25J12667E 	             	               
25/10/2025	146484	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0942-R      	25J0942-R 	             	               
25/10/2025	146483	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0941-R      	25J0941-R 	             	               
25/10/2025	146481	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0940-R      	25J0940-R 	             	               
25/10/2025	146480	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0939-R      	25J0939-R 	             	               
25/10/2025	146479	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0938-R      	25J0938-R 	             	               
25/10/2025	146478	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0937-R      	25J0937-R 	             	               
24/10/2025	146477	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J416       	FD25J416  	             	               
24/10/2025	146476	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J415       	FD25J415  	             	               
24/10/2025	146475	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J414       	FD25J414  	             	               
24/10/2025	146474	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J413       	FD25J413  	             	               
24/10/2025	146473	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J412       	FD25J412  	             	               
24/10/2025	146472	07030006       	CPHD - FRACAO ACIDA CALCIO 3,0 MEQ/L 1:44 5.000ML 	2400	5000	0	FD25J411       	FD25J411  	             	               
24/10/2025	146471	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0936-R      	25J0936-R 	             	               
24/10/2025	146470	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0935-R      	25J0935-R 	             	               
24/10/2025	146465	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12666E/25      	25J12666E 	1108500420049	               
24/10/2025	146465	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12666E/25      	25J12666E 	             	               
24/10/2025	146464	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12665E/25      	25J12665E 	1108500420049	               
24/10/2025	146464	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12665E/25      	25J12665E 	             	               
24/10/2025	146463	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12664E/25      	25J12664E 	1108500420049	               
24/10/2025	146463	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12664E/25      	25J12664E 	             	               
24/10/2025	146462	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12663E/25      	25J12663E 	1108500420049	               
24/10/2025	146462	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12663E/25      	25J12663E 	             	               
24/10/2025	146460	07060011       	DEXAMETASONA ELIXIR 0,1 MG/ML 120ML - HOSP        	16543	120	0	DB.336/25      	DB25J336  	1108500350059	               
24/10/2025	146459	07060011       	DEXAMETASONA ELIXIR 0,1 MG/ML 120ML - HOSP        	16543	120	0	DB.335/25      	DB25J335  	1108500350059	               
24/10/2025	146458	07060011       	DEXAMETASONA ELIXIR 0,1 MG/ML 120ML - HOSP        	16543	120	0	DB.334/25      	DB25J334  	1108500350059	               
24/10/2025	146457	07060011       	DEXAMETASONA ELIXIR 0,1 MG/ML 120ML - HOSP        	16543	120	0	DB.333/25      	DB25J333  	1108500350059	               
24/10/2025	146456	07060011       	DEXAMETASONA ELIXIR 0,1 MG/ML 120ML - HOSP        	16543	120	0	DB.332/25      	DB25J332  	1108500350059	               
24/10/2025	146455	07010011       	AGUA PARA INJECAO 250ML - SF                      	14901	250	0	16490F/25      	25J16490F 	1108500110090	               
24/10/2025	146454	07010011       	AGUA PARA INJECAO 250ML - SF                      	14901	250	0	16489F/25      	25J16489F 	1108500110090	               
24/10/2025	146453	07010011       	AGUA PARA INJECAO 250ML - SF                      	14901	250	0	16488F/25      	25J16488F 	1108500110090	               
24/10/2025	146452	07010011       	AGUA PARA INJECAO 250ML - SF                      	14901	250	0	16487F/25      	25J16487F 	1108500110090	               
24/10/2025	146451	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16486F/25      	25J16486F 	1108500010207	               
24/10/2025	146450	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10896D/25      	25J10896D 	1108500110066	               
24/10/2025	146449	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10895D/25      	25J10895D 	1108500110066	               
24/10/2025	146448	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10894D/25      	25J10894D 	1108500110066	               
24/10/2025	146447	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10893D/25      	25J10893D 	1108500110066	               
24/10/2025	146445	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10892D/25      	25J10892D 	1108500110066	               
24/10/2025	146444	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5447B/25       	25J5447B  	1108500010193	               
24/10/2025	146443	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5446B/25       	25J5446B  	1108500010193	               
24/10/2025	146442	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10891D/25      	25J10891D 	1108500110066	               
24/10/2025	146441	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5445B/25       	25J5445B  	1108500010193	               
24/10/2025	146440	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5444B/25       	25J5444B  	1108500010193	               
24/10/2025	146439	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5443B/25       	25J5443B  	1108500010193	               
24/10/2025	146438	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5442B/25       	25J5442B  	1108500010193	               
24/10/2025	146437	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5441B/25       	25J5441B  	1108500010193	               
24/10/2025	146436	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5440B/25       	25J5440B  	1108500010193	               
24/10/2025	146435	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5439B/25       	25J5439B  	1108500010193	               
24/10/2025	146434	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5438B/25       	25J5438B  	1108500010193	               
24/10/2025	146433	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5437B/25       	25J5437B  	1108500010193	               
24/10/2025	146432	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10890D/25      	25J10890D 	1108500110066	               
24/10/2025	146431	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5436B/25       	25J5436B  	1108500010193	               
24/10/2025	146430	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5435B/25       	25J5435B  	1108500010193	               
24/10/2025	146429	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5434B/25       	25J5434B  	1108500010193	               
24/10/2025	146428	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10889D/25      	25J10889D 	1108500110066	               
24/10/2025	146427	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5433B/25       	25J5433B  	1108500010193	               
24/10/2025	146426	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10888D/25      	25J10888D 	1108500110066	               
24/10/2025	146425	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5432B/25       	25J5432B  	1108500010193	               
24/10/2025	146424	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10887D/25      	25J10887D 	1108500110066	               
24/10/2025	146423	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5431B/25       	25J5431B  	1108500010193	               
24/10/2025	146422	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10886D/25      	25J10886D 	1108500110066	               
24/10/2025	146421	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10885D/25      	25J10885D 	1108500110066	               
24/10/2025	146420	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10884D/25      	25J10884D 	1108500110066	               
24/10/2025	146419	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8858C/25       	25J8858C  	1108500010037	               
24/10/2025	146418	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8857C/25       	25J8857C  	1108500010037	               
24/10/2025	146417	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8856C/25       	25J8856C  	1108500010037	               
24/10/2025	146416	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8855C/25       	25J8855C  	1108500010037	               
24/10/2025	146415	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8854C/25       	25J8854C  	1108500010037	               
24/10/2025	146414	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8853C/25       	25J8853C  	1108500010037	               
24/10/2025	146413	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8852C/25       	25J8852C  	1108500010037	               
24/10/2025	146412	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0461A/25       	25J0461A  	1108500010215	               
24/10/2025	146411	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0460A/25       	25J0460A  	1108500010215	               
24/10/2025	146410	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0459A/25       	25J0459A  	1108500010215	               
24/10/2025	146409	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0458A/25       	25J0458A  	1108500010215	               
24/10/2025	146408	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0457A/25       	25J0457A  	1108500010215	               
23/10/2025	146406	07040002       	FOSFATO DISSODICO DE DEXAMETASONA 4MG/ML AMP 2,5ML	150784	2,5	0	991/2025       	DX25J127  	1108500320060	               
23/10/2025	146405	07040013       	METROFARMA 2ML (METOCLOPRAMIDA HCL) 10MG/2ML      	219300	2	0	990/2025       	MT25J060  	1108500210028	               
23/10/2025	146404	07040013       	METROFARMA 2ML (METOCLOPRAMIDA HCL) 10MG/2ML      	220150	2	0	989/2025       	MT25J059  	1108500210028	               
23/10/2025	146403	07040009       	DICLOFARMA 3ML (DICLOFENACO DE SODIO 75MG/3ML)    	145920	3	0	988/2025       	DC25I114  	1108500160039	               
23/10/2025	146402	08040009       	DICLOFARMA - 3ML - PREPARADO                      	500	0	0	988/2025       	DC25I114/1	             	
23/10/2025	146400	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0934-R      	25J0934-R 	             	               
23/10/2025	146399	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0933-R      	25J0933-R 	             	               
23/10/2025	146398	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0932-R      	25J0932-R 	             	               
23/10/2025	146397	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0931-R      	25J0931-R 	             	               
23/10/2025	146396	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8851C/25       	25J8851C  	1108500010037	               
23/10/2025	146395	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8850C/25       	25J8850C  	1108500010037	               
23/10/2025	146394	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8849C/25       	25J8849C  	1108500010037	               
23/10/2025	146393	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8848C/25       	25J8848C  	1108500010037	               
23/10/2025	146392	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8847C/25       	25J8847C  	1108500010037	               
23/10/2025	146391	07010027       	SOL. CLORETO DE SODIO 0,9% DE 10ML - SF           	95238	10	0	8846C/25       	25J8846C  	1108500010037	               
23/10/2025	146390	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J625       	FB25J625  	1108500440015	               
23/10/2025	146389	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J624       	FB25J624  	1108500440015	               
23/10/2025	146388	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J623       	FB25J623  	1108500440015	               
23/10/2025	146387	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J622       	FB25J622  	1108500440015	               
23/10/2025	146386	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J621       	FB25J621  	1108500440015	               
23/10/2025	146385	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J620       	FB25J620  	1108500440015	               
23/10/2025	146384	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J619       	FB25J619  	1108500440015	               
23/10/2025	146383	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J618       	FB25J618  	1108500440015	               
23/10/2025	146382	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J617       	FB25J617  	1108500440015	               
23/10/2025	146381	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J616       	FB25J616  	1108500440015	               
23/10/2025	146380	07030003       	CPHD - FRACAO BASICA 5.000ML                      	2400	5000	0	FB25J615       	FB25J615  	1108500440015	               
23/10/2025	146379	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5430B/25       	25J5430B  	1108500010193	               
23/10/2025	146378	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5429B/25       	25J5429B  	1108500010193	               
23/10/2025	146377	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5428B/25       	25J5428B  	1108500010193	               
23/10/2025	146376	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5427B/25       	25J5427B  	1108500010193	               
23/10/2025	146375	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5426B/25       	25J5426B  	1108500010193	               
23/10/2025	146374	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5425B/25       	25J5425B  	1108500010193	               
23/10/2025	146373	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5424B/25       	25J5424B  	1108500010193	               
23/10/2025	146372	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5423B/25       	25J5423B  	1108500010193	               
23/10/2025	146371	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5422B/25       	25J5422B  	1108500010193	               
23/10/2025	146370	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5421B/25       	25J5421B  	1108500010193	               
23/10/2025	146369	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16485F/25      	25J16485F 	1108500010207	               
23/10/2025	146368	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16484F/25      	25J16484F 	1108500010207	               
22/10/2025	146364	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0930-R      	25J0930-R 	             	               
22/10/2025	146363	12030001       	BOMBONA  RETANGULAR 5000ML                        	4578	5000	0	25J0929-R      	25J0929-R 	             	               
22/10/2025	146362	07040009       	DICLOFARMA 3ML (DICLOFENACO DE SODIO 75MG/3ML)    	145483	3	0	987/2025       	DC25I113  	1108500160039	               
22/10/2025	146361	08040009       	DICLOFARMA - 3ML - PREPARADO                      	500	0	0	987/2025       	DC25I113/1	             	
22/10/2025	146360	07040009       	DICLOFARMA 3ML (DICLOFENACO DE SODIO 75MG/3ML)    	146072	3	0	986/2025       	DC25I112  	1108500160039	               
22/10/2025	146359	08040009       	DICLOFARMA - 3ML - PREPARADO                      	500	0	0	986/2025       	DC25I112/1	             	
22/10/2025	146358	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	62832	5	0	985/2025       	HC25J157  	1108500260033	               
22/10/2025	146357	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	985/2025       	HC25J157/1	             	
22/10/2025	146356	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	62356	5	0	984/2025       	HC25J156  	1108500260033	               
22/10/2025	146355	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	984/2025       	HC25J156/1	             	
22/10/2025	146354	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12661E/25      	25J12661E 	1108500420049	               
22/10/2025	146354	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12661E/25      	25J12661E 	             	               
22/10/2025	146352	07010013       	SOL. CLORETO DE SODIO 0,9% 250ML - SF             	17254	250	0	16483F/25      	25J16483F 	1108500010207	               
22/10/2025	146351	07010032       	SOL. RINGER COM LACTATO 500ML - SF                	19607	500	0	12662E/25      	25J12662E 	1108500420049	               
22/10/2025	146351	07010032       	SOLUCAO DE GLICERINA - FCO 500ML                  	19607	0	0	12662E/25      	25J12662E 	             	               
22/10/2025	146349	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10883D/25      	25J10883D 	1108500110066	               
22/10/2025	146348	07010026       	AGUA PARA INJECAO 10ML - SF                       	95238	10	0	10882D/25      	25J10882D 	1108500110066	               
22/10/2025	146347	07010026       	AGUA PARA INJECAO 10ML - SF                       	190476	10	0	0397I/25       	25J0397I  	1108500110066	               
22/10/2025	146346	07010026       	AGUA PARA INJECAO 10ML - SF                       	190476	10	0	0396I/25       	25J0396I  	1108500110066	               
22/10/2025	146345	07010026       	AGUA PARA INJECAO 10ML - SF                       	190476	10	0	0395I/25       	25J0395I  	1108500110066	               
22/10/2025	146344	07010026       	AGUA PARA INJECAO 10ML - SF                       	190476	10	0	0394I/25       	25J0394I  	1108500110066	               
22/10/2025	146343	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	196078	100	0	0210H/25       	25J0210H  	1108500010215	               
22/10/2025	146342	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	196078	100	0	0209H/25       	25J0209H  	1108500010215	               
22/10/2025	146341	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5420B/25       	25J5420B  	1108500010193	               
22/10/2025	146340	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5419B/25       	25J5419B  	1108500010193	               
22/10/2025	146339	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5418B/25       	25J5418B  	1108500010193	               
22/10/2025	146338	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5417B/25       	25J5417B  	1108500010193	               
22/10/2025	146337	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5416B/25       	25J5416B  	1108500010193	               
22/10/2025	146336	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5415B/25       	25J5415B  	1108500010193	               
22/10/2025	146335	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5414B/25       	25J5414B  	1108500010193	               
22/10/2025	146334	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5413B/25       	25J5413B  	1108500010193	               
22/10/2025	146333	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5412B/25       	25J5412B  	1108500010193	               
22/10/2025	146332	07010001       	SOL. CLORETO DE SODIO 0,9% 500ML - SF             	7450	500	0	5411B/25       	25J5411B  	1108500010193	               
22/10/2025	146331	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0456A/25       	25J0456A  	1108500010215	               
22/10/2025	146330	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0455A/25       	25J0455A  	1108500010215	               
22/10/2025	146329	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0454A/25       	25J0454A  	1108500010215	               
22/10/2025	146328	07010012       	SOL. CLORETO DE SODIO 0,9% 100ML - SF             	37254	100	0	0453A/25       	25J0453A  	1108500010215	               
22/10/2025	146326	07040013       	METROFARMA 2ML (METOCLOPRAMIDA HCL) 10MG/2ML      	220150	2	0	983/2025       	MT25J058  	1108500210028	               
22/10/2025	146325	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	64260	5	0	982/2025       	HC25J155  	1108500260033	               
22/10/2025	146324	08040016       	BUTILBROMETO ESCOP+DIP - 5ML- PREPARADO           	360	0	0	982/2025       	HC25J155/1	             	
22/10/2025	146323	07040016       	BUTILBROMETO ESCOP+DIPIRONA MONOIDR(20MG+2,5G) 5ML	64400	5	0	981/2025       	HC25J154  	1108500260033	               
